# Reference solar spectrum, disc centre.
# Delbouille, Neven & Roland (1972), Jungfraujoch; served by BASS2000
# (bass2000.obspm.fr).  Intensity is linear, continuum = 10000.
wavelength_nm,intensity,label
447.3550,9779,
447.4550,8682,
447.5550,9663,
447.6550,9714,
447.7550,9617,
447.8550,9467,
447.9550,8403,
448.0550,7340,
448.1550,8512,
448.2550,9514,
448.3550,9629,
448.4550,9601,
448.5550,9244,
448.6550,9639,
448.7550,9744,
448.8550,9902,
448.9550,9586,
449.0550,7271,
449.1550,9694,
449.2550,9044,
449.3550,7054,
449.4550,1215,
449.5550,7238,
449.6550,9218,
449.7550,9602,
449.8550,9391,
449.9550,9869,
450.0550,9675,
450.1550,9674,
450.2550,8871,
450.3550,9905,
450.4550,9783,
450.5550,9887,
450.6550,9660,
450.7550,9884,
450.8550,9772,
450.9550,9774,
451.0550,9879,
451.1550,9261,
451.2550,9804,
451.3550,9430,
451.4550,8739,
451.5550,9338,
451.6550,9802,
451.7550,3856,
451.8550,8521,
451.9550,9851,
452.0550,9308,
452.1550,9895,
452.2550,6076,
452.3550,9860,
452.4550,9872,
452.5550,9747,
452.6550,4041,
452.7550,9640,
452.8550,2951,
452.9550,2682,
453.0550,9797,
453.1550,8806,
453.2550,9880,
453.3550,9753,
453.4550,9579,
453.5550,2779,
453.6550,9433,
453.7550,9905,
453.8550,9163,
453.9550,9107,
454.0550,7967,
454.1550,5106,
454.2550,9614,
454.3550,9859,
454.4550,8917,
454.5550,9771,
454.6550,9691,
454.7550,9836,
454.8550,9350,
454.9550,4646,
455.0550,9761,
455.1550,9787,
455.2550,3011,
455.3550,9888,
455.4550,9204,
455.5550,8270,
455.6550,9721,
455.7550,9799,
455.8550,9292,
455.9550,9829,
456.0550,9722,
456.1550,9767,
456.2550,9854,
456.3550,9722,
456.4550,8391,
456.5550,4950,
456.6550,6701,
456.7550,9857,
456.8550,9588,
456.9550,8366,
457.0550,9814,
457.1550,9657,
457.2550,9643,
457.3550,9862,
457.4550,9864,
457.5550,8904,
457.6550,9300,
457.7550,9732,
457.8550,2278,
457.9550,9713,
458.0550,7303,
458.1550,4011,
458.2550,9764,
458.3550,9761,
458.4550,9882,
458.5550,9680,
458.6550,9903,
458.7550,9575,
458.8550,9806,
458.9550,9759,
459.0550,9827,
459.1550,7602,
459.2550,3335,
459.3550,7398,
459.4550,9688,
459.5550,8374,
459.6550,9485,
459.7550,9624,
459.8550,9779,
459.9550,9797,
460.0550,9749,
460.1550,9595,
460.2550,9530,
460.3550,9923,
460.4550,5001,
460.5550,6817,
460.6550,9753,
460.7550,8899,
460.8550,9872,
460.9550,9842,
461.0550,9819,
461.1550,9495,
461.2550,9618,
461.3550,9592,
461.4550,9321,
461.5550,6483,
461.6550,9084,
461.7550,9801,
461.8550,9842,
461.9550,5989,
462.0550,6609,
462.1550,9767,
462.2550,8827,
462.3550,8791,
462.4550,9142,
462.5550,9901,
462.6550,7324,
462.7550,8140,
462.8550,9677,
462.9550,9008,
463.0550,7987,
463.1550,9723,
463.2550,9853,
463.3550,9757,
463.4550,9834,
463.5550,8975,
463.6550,9804,
463.7550,4804,
463.8550,9087,
463.9550,9024,
464.0550,9404,
464.1550,9510,
464.2550,9262,
464.3550,8666,
464.4550,8899,
464.5550,9027,
464.6550,8999,
464.7550,8953,
464.8550,9019,
464.9550,9032,
465.0550,8953,
465.1550,9643,
465.2550,9786,
465.3550,9504,
465.4550,3940,
465.5550,9627,
465.6550,8905,
465.7550,8156,
465.8550,9606,
465.9550,9738,
466.0550,9715,
466.1550,5838,
466.2550,9495,
466.3550,9548,
466.4550,9749,
466.5550,9049,
466.6550,8059,
466.7550,5006,
466.8140,1650,Fe d
466.9140,4630,
467.0140,7780,
467.1140,9858,
467.2140,9543,
467.3140,4202,
467.4140,7987,
467.5140,7267,
467.6140,9420,
467.7140,9889,
467.8140,5248,
467.9140,8970,
468.0140,4537,
468.1140,9879,
468.2140,6106,
468.3140,9836,
468.4140,9276,
468.5140,9262,
468.6140,8811,
468.7140,9560,
468.8140,7200,
468.9140,9836,
469.0140,3368,
469.1140,9706,
469.2140,9710,
469.3140,8968,
469.4140,8877,
469.5140,8089,
469.6140,9691,
469.7140,9369,
469.8140,9379,
469.9140,9534,
470.0140,4328,
470.1140,8375,
470.2140,9223,
470.3140,5509,
470.4140,9334,
470.5140,9372,
470.6140,9210,
470.7140,8774,
470.8140,9511,
470.9140,7266,
471.0140,8801,
471.1140,9719,
471.2140,8488,
471.3140,8889,
471.4140,8178,
471.5140,9180,
471.6140,9631,
471.7140,9468,
471.8140,9760,
471.9140,9735,
472.0140,9421,
472.1140,9339,
472.2140,4175,
472.3140,7689,
472.4140,9812,
472.5140,9854,
472.6140,7721,
472.7140,6656,
472.8140,8172,
472.9140,9357,
473.0140,8889,
473.1140,9021,
473.2140,9657,
473.3140,9835,
473.4140,7981,
473.5140,9810,
473.6140,9469,
473.7140,9533,
473.8140,9836,
473.9140,4813,
474.0140,8714,
474.1140,9190,
474.2140,9509,
474.3140,9432,
474.4140,9717,
474.5140,8316,
474.6140,9661,
474.7140,9804,
474.8140,3030,
474.9140,9758,
475.0140,9865,
475.1140,8703,
475.2140,6810,
475.3140,9681,
475.4140,8163,
475.5140,8898,
475.6140,4341,
475.7140,9903,
475.8140,5556,
475.9140,9827,
476.0140,9744,
476.1140,8692,
476.2140,9655,
476.3140,9853,
476.4140,9795,
476.5140,9490,
476.6140,9800,
476.7140,9552,
476.8140,9510,
476.9140,9853,
477.0140,9690,
477.1140,8702,
477.2140,9563,
477.3140,8514,
477.4140,9773,
477.5140,9197,
477.6140,9445,
477.7140,9784,
477.8140,9862,
477.9140,9782,
478.0140,9727,
478.1140,9888,
478.2140,9697,
478.3140,9428,
478.4140,9675,
478.5140,9718,
478.6140,9690,
478.7140,9702,
478.8140,9811,
478.9140,9782,
479.0140,9842,
479.1140,6980,
479.2140,9663,
479.3140,9866,
479.4140,9903,
479.5140,9863,
479.6140,8619,
479.7140,9543,
479.8140,9739,
479.9140,9844,
480.0140,8117,
480.1140,9666,
480.2140,9884,
480.3140,9854,
480.4140,9684,
480.5140,5780,
480.6140,9915,
480.7140,9599,
480.8140,6811,
480.9140,8204,
481.0140,9788,
481.1140,9695,
481.2140,9798,
481.3140,8107,
481.4140,9899,
481.5140,9747,
481.6140,9425,
481.7140,9873,
481.8140,9661,
481.9140,9363,
482.0140,9885,
482.1140,6941,
482.2140,9803,
482.3140,9367,
482.4140,3037,
482.5140,9836,
482.6140,9872,
482.7140,9821,
482.8140,9806,
482.9140,9138,
483.0140,9904,
483.1140,5742,
483.2140,9712,
483.3140,9393,
483.4140,9422,
483.5140,9927,
483.6140,8949,
483.7140,9854,
483.8140,9453,
483.9140,9602,
484.0140,9518,
484.1140,9701,
484.2140,9595,
484.3140,3278,
484.4140,9522,
484.5140,9438,
484.6140,9462,
484.7140,9577,
484.8140,9396,
484.9140,7273,
485.0140,9449,
485.1140,9404,
485.2140,9402,
485.3140,9203,
485.4140,8886,
485.5140,8356,
485.6140,8255,
485.7140,8363,
485.8140,7309,
485.9140,5493,
486.0140,6635,
486.1140,2109,
486.1340,1447,Hbeta F
486.2340,6473,
486.3340,7612,
486.4340,4209,
486.5340,8476,
486.6340,7101,
486.7340,8970,
486.8340,8186,
486.9340,9194,
487.0340,9226,
487.1340,1154,
487.2340,8321,
487.3340,9036,
487.4340,7339,
487.5340,9433,
487.6340,8363,
487.7340,9614,
487.8340,8015,
487.9340,9792,
488.0340,9806,
488.1340,9826,
488.2340,9473,
488.3340,9800,
488.4340,9789,
488.5340,9256,
488.6340,2674,
488.7340,8583,
488.8340,9826,
488.9340,9877,
489.0340,9180,
489.1340,5625,
489.2340,9691,
489.3340,9842,
489.4340,9571,
489.5340,9885,
489.6340,9574,
489.7340,9458,
489.8340,9738,
489.9340,9833,
490.0340,9892,
490.1340,9859,
490.2340,9470,
490.3340,1872,
490.4340,7990,
490.5340,9747,
490.6340,9861,
490.7340,9793,
490.8340,9756,
490.9340,6910,
491.0340,2943,
491.1340,9400,
491.2340,9785,
491.3340,9796,
491.4340,9740,
491.5340,9826,
491.6340,9822,
491.7340,9110,
491.8340,4588,
491.9340,9027,
492.0340,4964,
492.1340,9598,
492.2340,8487,
492.3340,9597,
492.4340,8997,
492.5340,9171,
492.6340,9899,
492.7340,9142,
492.8340,6538,
492.9340,9894,
493.0340,4478,
493.1340,9878,
493.2340,9899,
493.3340,2985,
493.4340,9213,
493.5340,9905,
493.6340,4916,
493.7340,3224,
493.8340,8603,
493.9340,8729,
494.0340,9771,
494.1340,9658,
494.2340,9709,
494.3340,9841,
494.4340,9452,
494.5340,9637,
494.6340,5637,
494.7340,9765,
494.8340,8965,
494.9340,9648,
495.0340,9577,
495.1340,9866,
495.2340,8971,
495.3340,9710,
495.4340,9761,
495.5340,9848,
495.6340,9673,
495.7340,1604,
495.7610,794,Fe c
495.8610,9524,
495.9610,9831,
496.0610,9800,
496.1610,9851,
496.2610,6219,
496.3610,9827,
496.4610,9871,
496.5610,9561,
496.6610,9290,
496.7610,9666,
496.8610,6787,
496.9610,9849,
497.0610,7999,
497.1610,9811,
497.2610,9807,
497.3610,9815,
497.4610,9805,
497.5610,9780,
497.6610,9846,
497.7610,8467,
497.8610,2622,
497.9610,8157,
498.0610,9767,
498.1610,9003,
498.2610,7812,
498.3610,9127,
498.4610,7922,
498.5610,6381,
498.6610,9802,
498.7610,9548,
498.8610,9737,
498.9610,9786,
499.0610,9782,
499.1610,9796,
499.2610,9878,
499.3610,9452,
499.4610,9744,
499.5610,9066,
499.6610,9730,
499.7610,9837,
499.8610,9867,
499.9610,8978,
500.0000,9753,
500.1000,6140,
500.2000,8455,
500.3000,9657,
500.4000,7528,
500.5000,9821,
500.6000,6183,
500.7000,9396,
500.8000,9732,
500.9000,9898,
501.0000,6885,
501.1000,8548,
501.2000,6014,
501.3000,9768,
501.4000,9563,
501.5000,5184,
501.6000,9438,
501.7000,9377,
501.8000,8795,
501.9000,9777,
502.0000,3675,
502.1000,9113,
502.2000,8983,
502.3000,9680,
502.4000,9519,
502.5000,9579,
502.6000,9870,
502.7000,8943,
502.8000,9340,
502.9000,9621,
503.0000,9368,
503.1000,3506,
503.2000,9273,
503.3000,9828,
503.4000,9802,
503.5000,9625,
503.6000,5072,
503.7000,9514,
503.8000,9886,
503.9000,9081,
504.0000,6129,
504.1000,4871,
504.2000,9685,
504.3000,9781,
504.4000,9602,
504.5000,9811,
504.6000,9884,
504.7000,9752,
504.8000,8179,
504.9000,9625,
505.0000,9059,
505.1000,9271,
505.2000,9508,
505.3000,8505,
505.4000,9640,
505.5000,9897,
505.6000,7949,
505.7000,9687,
505.8000,7241,
505.9000,9684,
506.0000,8325,
506.1000,9896,
506.2000,9825,
506.3000,9776,
506.4000,9746,
506.5000,2423,
506.6000,8070,
506.7000,9595,
506.8000,9748,
506.9000,9443,
507.0000,8859,
507.1000,9769,
507.2000,7752,
507.3000,9391,
507.4000,9680,
507.5000,9261,
507.6000,9722,
507.7000,9739,
507.8000,9850,
507.9000,2858,
508.0000,7177,
508.1000,8728,
508.2000,9865,
508.3000,8923,
508.4000,8339,
508.5000,9541,
508.6000,9838,
508.7000,9067,
508.8000,9256,
508.9000,8522,
509.0000,9844,
509.1000,9615,
509.2000,9875,
509.3000,9909,
509.4000,9139,
509.5000,9450,
509.6000,9679,
509.7000,2297,
509.8000,9785,
509.9000,8449,
510.0000,8031,
510.1000,9561,
510.2000,9819,
510.3000,6959,
510.4000,7667,
510.5000,9660,
510.6000,9717,
510.7000,9823,
510.8000,9403,
510.9000,9610,
511.0000,9371,
511.1000,9707,
511.2000,9915,
511.3000,9598,
511.4000,9750,
511.5000,9769,
511.6000,9716,
511.7000,9780,
511.8000,9312,
511.9000,9897,
512.0000,9881,
512.1000,9668,
512.2000,9790,
512.3000,8839,
512.4000,8918,
512.5000,8637,
512.6000,9273,
512.7000,9482,
512.8000,9360,
512.9000,9496,
513.0000,9768,
513.1000,9811,
513.2000,9883,
513.3000,9787,
513.4000,9524,
513.5000,9851,
513.6000,9656,
513.7000,7618,
513.8000,9764,
513.9000,9172,
514.0000,9653,
514.1000,9789,
514.2000,9857,
514.3000,7747,
514.4000,9670,
514.5000,9665,
514.6000,9745,
514.7000,9526,
514.8000,6062,
514.9000,9811,
515.0000,9753,
515.1000,9427,
515.2000,8799,
515.3000,9728,
515.4000,7916,
515.5000,9631,
515.6000,9287,
515.7000,9421,
515.8000,8243,
515.9000,7143,
516.0000,9744,
516.1000,9084,
516.2000,9242,
516.3000,9340,
516.4000,9154,
516.5000,7841,
516.6000,9189,
516.7000,5561,
516.7330,892,Mg b4
516.8330,8665,
516.8910,1602,Fe b3
516.9910,9469,
517.0910,9032,
517.1910,7023,
517.2700,675,Mg b2
517.3700,5101,
517.4700,9305,
517.5700,9423,
517.6700,9557,
517.7700,9706,
517.8700,9564,
517.9700,9451,
518.0700,9401,
518.1700,8676,
518.2700,6622,
518.3620,610,Mg b1
518.4620,6715,
518.5620,9277,
518.6620,9480,
518.7620,9809,
518.8620,6716,
518.9620,9763,
519.0620,9796,
519.1620,7558,
519.2620,8085,
519.3620,9741,
519.4620,9707,
519.5620,9230,
519.6620,8525,
519.7620,6541,
519.8620,8656,
519.9620,9588,
520.0620,9847,
520.1620,9803,
520.2620,9739,
520.3620,9831,
520.4620,3880,
520.5620,9593,
520.6620,9439,
520.7620,9564,
520.8620,2106,
520.9620,9782,
521.0620,9783,
521.1620,9595,
521.2620,9245,
521.3620,9820,
521.4620,7857,
521.5620,8723,
521.6620,9636,
521.7620,9629,
521.8620,9877,
521.9620,9561,
522.0620,9909,
522.1620,9814,
522.2620,9073,
522.3620,8367,
522.4620,9432,
522.5620,9325,
522.6620,7726,
522.7620,9280,
522.8620,9599,
522.9620,9580,
523.0620,9510,
523.1620,9564,
523.2620,8433,
523.3620,9563,
523.4620,2755,
523.5620,9823,
523.6620,9759,
523.7620,9917,
523.8620,9163,
523.9620,9890,
524.0620,9861,
524.1620,9890,
524.2620,9551,
524.3620,9776,
524.4620,9769,
524.5620,9154,
524.6620,9605,
524.7620,6722,
524.8620,9901,
524.9620,9144,
525.0620,2827,
525.1620,9711,
525.2620,9829,
525.3620,9590,
525.4620,9360,
525.5620,8986,
525.6620,9858,
525.7620,8034,
525.8620,9841,
525.9620,9901,
526.0620,9455,
526.1620,7603,
526.2620,8762,
526.3620,9635,
526.4620,9886,
526.5620,6012,
526.6620,3930,
526.7620,9654,
526.8620,7168,
526.9620,2548,
527.0390,1627,Fe E2
527.1390,9721,
527.2390,8922,
527.3390,2600,
527.4390,9567,
527.5390,9403,
527.6390,9758,
527.7390,9768,
527.8390,9795,
527.9390,9899,
528.0390,6752,
528.1390,9551,
528.2390,7938,
528.3390,8289,
528.4390,8070,
528.5390,9808,
528.6390,9892,
528.7390,9834,
528.8390,9592,
528.9390,9809,
529.0390,9877,
529.1390,9896,
529.2390,9825,
529.3390,9502,
529.4390,9862,
529.5390,9563,
529.6390,9834,
529.7390,3192,
529.8390,8220,
529.9390,9898,
530.0390,9427,
530.1390,9831,
530.2390,7061,
530.3390,9764,
530.4390,9894,
530.5390,9830,
530.6390,9881,
530.7390,2903,
530.8390,8260,
530.9390,9900,
531.0390,9808,
531.1390,9847,
531.2390,9918,
531.3390,9757,
531.4390,9892,
531.5390,9889,
531.6390,9719,
531.7390,9892,
531.8390,9160,
531.9390,9835,
532.0390,9814,
532.1390,9869,
532.2390,9842,
532.3390,9634,
532.4390,7621,
532.5390,9740,
532.6390,9779,
532.7390,9488,
532.8390,6089,
532.9390,9765,
533.0390,9838,
533.1390,9325,
533.2390,9715,
533.3390,9783,
533.4390,9853,
533.5390,9892,
533.6390,9826,
533.7390,9856,
533.8390,9416,
533.9390,9153,
534.0390,9340,
534.1390,9628,
534.2390,9916,
534.3390,6409,
534.4390,9609,
534.5390,9858,
534.6390,9748,
534.7390,9882,
534.8390,7375,
534.9390,7321,
535.0390,9621,
535.1390,9862,
535.2390,9820,
535.3390,2802,
535.4390,9911,
535.5390,9849,
535.6390,9876,
535.7390,9837,
535.8390,9897,
535.9390,9873,
536.0390,9870,
536.1390,9538,
536.2390,9926,
536.3390,9895,
536.4390,9555,
536.5390,2892,
536.6390,9354,
536.7390,5721,
536.8390,9581,
536.9390,9550,
537.0390,9386,
537.1390,3956,
537.2390,9799,
537.3390,9881,
537.4390,9764,
537.5390,9859,
537.6390,9813,
537.7390,9857,
537.8390,9868,
537.9390,9850,
538.0390,9122,
538.1390,9866,
538.2390,9643,
538.3390,1763,
538.4390,9869,
538.5390,9918,
538.6390,9022,
538.7390,9792,
538.8390,9320,
538.9390,8582,
539.0390,8834,
539.1390,7641,
539.2390,9546,
539.3390,8875,
539.4390,9781,
539.5390,9770,
539.6390,9802,
539.7390,9165,
539.8390,9316,
539.9390,9145,
540.0390,8013,
540.1390,9741,
540.2390,9917,
540.3390,9798,
540.4390,8949,
540.5390,6914,
540.6390,9336,
540.7390,6818,
540.8390,9781,
540.9390,9803,
541.0390,9585,
541.1390,9506,
541.2390,9896,
541.3390,9735,
541.4390,9793,
541.5390,8527,
541.6390,9799,
541.7390,9866,
541.8390,9854,
541.9390,9714,
542.0390,6246,
542.1390,9323,
542.2390,9733,
542.3390,9550,
542.4390,9188,
542.5390,9751,
542.6390,9886,
542.7390,9863,
542.8390,9791,
542.9390,8262,
543.0390,9136,
543.1390,9757,
543.2390,9817,
543.3390,9265,
543.4390,8025,
543.5390,9848,
543.6390,9457,
543.7390,9909,
543.8390,9815,
543.9390,9880,
544.0390,9877,
544.1390,8794,
544.2390,9036,
544.3390,9583,
544.4390,9841,
544.5390,9738,
544.6390,9480,
544.7390,9649,
544.8390,8501,
544.9390,9909,
545.0390,9915,
545.1390,9846,
545.2390,9890,
545.3390,9883,
545.4390,9874,
545.5390,5161,
545.6390,9609,
545.7390,9542,
545.8390,9900,
545.9390,9619,
546.0390,9423,
546.0730,9756,Hg e
546.1730,9868,
546.2730,9696,
546.3730,9748,
546.4730,9878,
546.5730,9857,
546.6730,9798,
546.7730,9677,
546.8730,9876,
546.9730,9854,
547.0730,8784,
547.1730,9904,
547.2730,6422,
547.3730,9380,
547.4730,9790,
547.5730,9710,
547.6730,8387,
547.7730,8415,
547.8730,9818,
547.9730,9843,
548.0730,8902,
548.1730,9638,
548.2730,9859,
548.3730,9803,
548.4730,9864,
548.5730,9607,
548.6730,9744,
548.7730,3185,
548.8730,9771,
548.9730,9608,
549.0730,8620,
549.1730,9777,
549.2730,9840,
549.3730,9664,
549.4730,9549,
549.5730,9741,
549.6730,9803,
549.7730,9731,
549.8730,9837,
549.9730,9907,
550.0730,9737,
550.1730,9394,
550.2730,9767,
550.3730,9725,
550.4730,9870,
550.5730,9519,
550.6730,3782,
550.7730,9765,
550.8730,9715,
550.9730,9654,
551.0730,8482,
551.1730,9707,
551.2730,9707,
551.3730,9851,
551.4730,9673,
551.5730,9812,
551.6730,7684,
551.7730,9859,
551.8730,9818,
551.9730,9735,
552.0730,9909,
552.1730,9894,
552.2730,9862,
552.3730,9767,
552.4730,9768,
552.5730,9518,
552.6730,8636,
552.7730,9629,
552.8730,8805,
552.9730,9745,
553.0730,9137,
553.1730,9886,
553.2730,6364,
553.3730,9822,
553.4730,9493,
553.5730,9831,
553.6730,9885,
553.7730,8349,
553.8730,9808,
553.9730,9694,
554.0730,9589,
554.1730,9811,
554.2730,9913,
554.3730,9822,
554.4730,9769,
554.5730,9882,
554.6730,9515,
554.7730,9711,
554.8730,9859,
554.9730,9689,
555.0730,9904,
555.1730,9613,
555.2730,9535,
555.3730,8818,
555.4730,9303,
555.5730,9480,
555.6730,9810,
555.7730,9773,
555.8730,9724,
555.9730,9714,
556.0730,9838,
556.1730,9665,
556.2730,4502,
556.3730,7529,
556.4730,9906,
556.5730,3859,
556.6730,9396,
556.7730,9422,
556.8730,9841,
556.9730,7273,
557.0730,9801,
557.1730,9912,
557.2730,6329,
557.3730,9592,
557.4730,9935,
557.5730,9735,
557.6730,9852,
557.7730,9906,
557.8730,4530,
557.9730,9824,
558.0730,9882,
558.1730,9567,
558.2730,9599,
558.3730,9915,
558.4730,7817,
558.5730,9757,
558.6730,2156,
558.7730,9706,
558.8730,1931,
558.9730,9792,
559.0730,9304,
559.1730,9880,
559.2730,9843,
559.3730,5724,
559.4730,8707,
559.5730,9838,
559.6730,9878,
559.7730,9868,
559.8730,9704,
559.9730,9914,
560.0730,9668,
560.1730,9444,
560.2730,5089,
560.3730,8470,
560.4730,9908,
560.5730,9872,
560.6730,9873,
560.7730,9570,
560.8730,9810,
560.9730,9766,
561.0730,9881,
561.1730,9833,
561.2730,9921,
561.3730,9700,
561.4730,7732,
561.5730,4050,
561.6730,9645,
561.7730,9660,
561.8730,9428,
561.9730,9808,
562.0730,9878,
562.1730,9870,
562.2730,9758,
562.3730,9894,
562.4730,9193,
562.5730,8806,
562.6730,9730,
562.7730,9573,
562.8730,9748,
562.9730,9883,
563.0730,9889,
563.1730,9418,
563.2730,9821,
563.3730,9529,
563.4730,9683,
563.5730,9650,
563.6730,8534,
563.7730,9592,
563.8730,9034,
563.9730,9904,
564.0730,9820,
564.1730,9632,
564.2730,9020,
564.3730,9824,
564.4730,9850,
564.5730,9616,
564.6730,9545,
564.7730,9863,
564.8730,9903,
564.9730,8140,
565.0730,7929,
565.1730,9856,
565.2730,9886,
565.3730,9778,
565.4730,9462,
565.5730,9768,
565.6730,9945,
565.7730,9831,
565.8730,6448,
565.9730,9865,
566.0730,9038,
566.1730,9914,
566.2730,9665,
566.3730,9679,
566.4730,9871,
566.5730,9784,
566.6730,8714,
566.7730,9756,
566.8730,9815,
566.9730,8420,
567.0730,9815,
567.1730,9630,
567.2730,9867,
567.3730,9897,
567.4730,9803,
567.5730,9249,
567.6730,9864,
567.7730,9551,
567.8730,9852,
567.9730,9876,
568.0730,9907,
568.1730,9825,
568.2730,7977,
568.3730,9817,
568.4730,9805,
568.5730,9896,
568.6730,9763,
568.7730,9748,
568.8730,9665,
568.9730,9862,
569.0730,9855,
569.1730,9559,
569.2730,9858,
569.3730,9237,
569.4730,8215,
569.5730,9904,
569.6730,9797,
569.7730,9896,
569.8730,9836,
569.9730,9926,
570.0730,9781,
570.1730,9804,
570.2730,9771,
570.3730,9714,
570.4730,7910,
570.5730,9937,
570.6730,8905,
570.7730,9729,
570.8730,9789,
570.9730,9670,
571.0730,9770,
571.1730,9404,
571.2730,9167,
571.3730,9917,
571.4730,9880,
571.5730,9863,
571.6730,9901,
571.7730,9280,
571.8730,9893,
571.9730,9871,
572.0730,9860,
572.1730,9481,
572.2730,9909,
572.3730,9526,
572.4730,9908,
572.5730,9885,
572.6730,9887,
572.7730,9707,
572.8730,9926,
572.9730,9885,
573.0730,9910,
573.1730,6334,
573.2730,9628,
573.3730,9898,
573.4730,9862,
573.5730,9493,
573.6730,9878,
573.7730,9840,
573.8730,9901,
573.9730,9821,
574.0730,9892,
574.1730,9822,
574.2730,9878,
574.3730,9897,
574.4730,9839,
574.5730,9863,
574.6730,9780,
574.7730,8603,
574.8730,9834,
574.9730,9866,
575.0730,9885,
575.1730,9889,
575.2730,9845,
575.3730,8670,
575.4730,8079,
575.5730,9894,
575.6730,9599,
575.7730,9842,
575.8730,9692,
575.9730,9905,
576.0730,9636,
576.1730,9813,
576.2730,9554,
576.3730,9832,
576.4730,9864,
576.5730,9907,
576.6730,9878,
576.7730,9893,
576.8730,9907,
576.9730,9809,
577.0730,9906,
577.1730,9849,
577.2730,9842,
577.3730,9887,
577.4730,9859,
577.5730,9904,
577.6730,9803,
577.7730,9813,
577.8730,9884,
577.9730,9695,
578.0730,9344,
578.1730,8431,
578.2730,9876,
578.3730,9804,
578.4730,9323,
578.5730,7086,
578.6730,9881,
578.7730,9882,
578.8730,9897,
578.9730,9840,
579.0730,9738,
579.1730,9603,
579.2730,9900,
579.3730,9826,
579.4730,9896,
579.5730,9903,
579.6730,9558,
579.7730,9609,
579.8730,9885,
579.9730,9862,
580.0730,9844,
580.1730,9800,
580.2730,9873,
580.3730,9886,
580.4730,9881,
580.5730,9140,
580.6730,4938,
580.7730,9704,
580.8730,9902,
580.9730,9902,
581.0730,9667,
581.1730,9880,
581.2730,9875,
581.3730,9744,
581.4730,9687,
581.5730,9847,
581.6730,9861,
581.7730,9878,
581.8730,9867,
581.9730,9886,
582.0730,9890,
582.1730,9871,
582.2730,9903,
582.3730,9660,
582.4730,9896,
582.5730,9563,
582.6730,9867,
582.7730,9846,
582.8730,9818,
582.9730,9894,
583.0730,9789,
583.1730,9580,
583.2730,9908,
583.3730,9894,
583.4730,9889,
583.5730,9870,
583.6730,9815,
583.7730,9176,
583.8730,9777,
583.9730,9849,
584.0730,9870,
584.1730,9917,
584.2730,9898,
584.3730,9877,
584.4730,9880,
584.5730,9895,
584.6730,9904,
584.7730,9869,
584.8730,9873,
584.9730,9518,
585.0730,9900,
585.1730,9867,
585.2730,9903,
585.3730,7004,
585.4730,9888,
585.5730,9893,
585.6730,9860,
585.7730,6040,
585.8730,9346,
585.9730,9537,
586.0730,9900,
586.1730,9896,
586.2730,9828,
586.3730,9842,
586.4730,9894,
586.5730,9879,
586.6730,9905,
586.7730,9812,
586.8730,9875,
586.9730,9727,
587.0730,9872,
587.1730,9875,
587.2730,9852,
587.3730,9459,
587.4730,9869,
587.5618,9791,He D3 (or d)
587.6618,9844,
587.7618,9802,
587.8618,9869,
587.9618,9752,
588.0618,9842,
588.1618,9879,
588.2618,9889,
588.3618,9778,
588.4618,9815,
588.5618,9762,
588.6618,9760,
588.7618,9528,
588.8618,9260,
588.9618,5838,
588.9950,456,Na D2
589.0950,9018,
589.1950,9484,
589.2950,8269,
589.3950,9577,
589.4950,9099,
589.5920,505,Na D1
589.6920,9297,
589.7920,9587,
589.8920,9720,
589.9920,9487,
590.0920,9769,
590.1920,9880,
590.2920,9868,
590.3920,9787,
590.4920,9627,
590.5920,9873,
590.6920,9676,
590.7920,9749,
590.8920,9837,
590.9920,9105,
591.0920,9817,
591.1920,9865,
591.2920,9871,
591.3920,9742,
591.4920,9797,
591.5920,9791,
591.6920,9883,
591.7920,9879,
591.8920,9742,
591.9920,9913,
592.0920,9901,
592.1920,9848,
592.2920,9879,
592.3920,9334,
592.4920,9833,
592.5920,9880,
592.6920,9836,
592.7920,9756,
592.8920,9693,
592.9920,9780,
593.0920,9851,
593.1920,9794,
593.2920,9860,
593.3920,9797,
593.4920,9802,
593.5920,9900,
593.6920,9788,
593.7920,9823,
593.8920,9906,
593.9920,9847,
594.0920,9484,
594.1920,9893,
594.2920,9857,
594.3920,9891,
594.4920,9897,
594.5920,9853,
594.6920,9868,
594.7920,9887,
594.8920,9841,
594.9920,9891,
595.0920,9882,
595.1920,9903,
595.2920,9568,
595.3920,9867,
595.4920,9783,
595.5920,9898,
595.6920,9885,
595.7920,9670,
595.8920,9910,
595.9920,9575,
596.0920,9914,
596.1920,9778,
596.2920,9900,
596.3920,9875,
596.4920,9858,
596.5920,9519,
596.6920,9882,
596.7920,9885,
596.8920,9845,
596.9920,9899,
597.0920,9901,
597.1920,9907,
597.2920,9905,
597.3920,9872,
597.4920,9903,
597.5920,9886,
597.6920,9551,
597.7920,9837,
597.8920,9537,
597.9920,9900,
598.0920,9881,
598.1920,9870,
598.2920,9802,
598.3920,9672,
598.4920,8563,
598.5920,9892,
598.6920,9569,
598.7920,9902,
598.8920,9805,
598.9920,9900,
599.0920,9863,
599.1920,9432,
599.2920,9880,
599.3920,9855,
599.4920,9881,
599.5920,9660,
599.6920,9835,
599.7920,9221,
599.8920,9616,
599.9920,9881,
600.0000,9886,
600.1000,9835,
600.2000,9852,
600.3000,3896,
600.4000,9885,
