# Reference solar spectrum, disc centre.
# Delbouille, Neven & Roland (1972), Jungfraujoch; served by BASS2000
# (bass2000.obspm.fr).  Intensity is linear, continuum = 10000.
wavelength_nm,intensity,label
600.5000,9851,
600.6000,9679,
600.7000,9862,
600.8000,6064,
600.9000,9881,
601.0000,9902,
601.1000,9910,
601.2000,9893,
601.3000,9854,
601.4000,9825,
601.5000,9835,
601.6000,9839,
601.7000,9859,
601.8000,9917,
601.9000,9926,
602.0000,5544,
602.1000,9891,
602.2000,9668,
602.3000,9854,
602.4000,5755,
602.5000,9895,
602.6000,9929,
602.7000,7258,
602.8000,9820,
602.9000,9790,
603.0000,9644,
603.1000,9624,
603.2000,9842,
603.3000,9916,
603.4000,9412,
603.5000,9910,
603.6000,9917,
603.7000,9909,
603.8000,9914,
603.9000,9927,
604.0000,9889,
604.1000,9845,
604.2000,9173,
604.3000,9877,
604.4000,9837,
604.5000,9888,
604.6000,9292,
604.7000,9863,
604.8000,9920,
604.9000,9838,
605.0000,9916,
605.1000,9878,
605.2000,9923,
605.3000,9817,
605.4000,9728,
605.5000,9833,
605.6000,4061,
605.7000,9913,
605.8000,9925,
605.9000,9930,
606.0000,9900,
606.1000,9852,
606.2000,9899,
606.3000,9798,
606.4000,9720,
606.5000,9887,
606.6000,9896,
606.7000,9911,
606.8000,9846,
606.9000,9918,
607.0000,9831,
607.1000,9896,
607.2000,9888,
607.3000,9907,
607.4000,9849,
607.5000,9870,
607.6000,9851,
607.7000,9675,
607.8000,9883,
607.9000,5896,
608.0000,9741,
608.1000,9929,
608.2000,9904,
608.3000,9928,
608.4000,9841,
608.5000,9886,
608.6000,9920,
608.7000,9865,
608.8000,9729,
608.9000,9797,
609.0000,9866,
609.1000,9896,
609.2000,9018,
609.3000,9895,
609.4000,9911,
609.5000,9906,
609.6000,9882,
609.7000,9902,
609.8000,9908,
609.9000,9877,
610.0000,9905,
610.1000,9848,
610.2000,9655,
610.3000,9539,
610.4000,9893,
610.5000,9916,
610.6000,9884,
610.7000,9852,
610.8000,9680,
610.9000,9819,
611.0000,9894,
611.1000,9262,
611.2000,9877,
611.3000,9572,
611.4000,9914,
611.5000,9932,
611.6000,9527,
611.7000,9413,
611.8000,9900,
611.9000,9890,
612.0000,9872,
612.1000,9531,
612.2000,8676,
612.3000,9749,
612.4000,9847,
612.5000,7997,
612.6000,9874,
612.7000,9906,
612.8000,9249,
612.9000,7756,
613.0000,9872,
613.1000,9868,
613.2000,9713,
613.3000,9903,
613.4000,9551,
613.5000,9896,
613.6000,9838,
613.7000,3855,
613.8000,9675,
613.9000,9830,
614.0000,9891,
614.1000,9748,
614.2000,9636,
614.3000,9898,
614.4000,9916,
614.5000,7248,
614.6000,9883,
614.7000,9879,
614.8000,9870,
614.9000,9711,
615.0000,9865,
615.1000,9898,
615.2000,9916,
615.3000,9910,
615.4000,9819,
615.5000,9212,
615.6000,9132,
615.7000,9884,
615.8000,9826,
615.9000,9858,
616.0000,9869,
616.1000,9768,
616.2000,7368,
616.3000,9715,
616.4000,9819,
616.5000,9873,
616.6000,9824,
616.7000,9894,
616.8000,9864,
616.9000,4826,
617.0000,9548,
617.1000,9544,
617.2000,9828,
617.3000,9850,
617.4000,9906,
617.5000,9854,
617.6000,9864,
617.7000,9700,
617.8000,9870,
617.9000,9850,
618.0000,9446,
618.1000,9869,
618.2000,9788,
618.3000,9805,
618.4000,9784,
618.5000,9846,
618.6000,9873,
618.7000,9889,
618.8000,5674,
618.9000,9365,
619.0000,9895,
619.1000,9761,
619.2000,9801,
619.3000,9854,
619.4000,9845,
619.5000,9831,
619.6000,9904,
619.7000,9913,
619.8000,9894,
619.9000,9892,
620.0000,9893,
620.1000,9809,
620.2000,9909,
620.3000,9881,
620.4000,9885,
620.5000,9889,
620.6000,9895,
620.7000,9889,
620.8000,9875,
620.9000,9871,
621.0000,9903,
621.1000,9902,
621.2000,9613,
621.3000,9857,
621.4000,9832,
621.5000,9113,
621.6000,9845,
621.7000,9891,
621.8000,9899,
621.9000,9861,
622.0000,9720,
622.1000,9870,
622.2000,9891,
622.3000,9876,
622.4000,7425,
622.5000,9845,
622.6000,9891,
622.7000,9891,
622.8000,9879,
622.9000,9880,
623.0000,9679,
623.1000,9359,
623.2000,9896,
623.3000,9850,
623.4000,9855,
623.5000,9879,
623.6000,9852,
623.7000,9784,
623.8000,9831,
623.9000,9870,
624.0000,9405,
624.1000,9875,
624.2000,9866,
624.3000,9798,
624.4000,9604,
624.5000,9859,
624.6000,9718,
624.7000,9833,
624.8000,9839,
624.9000,9720,
625.0000,9838,
625.1000,9890,
625.2000,9877,
625.3000,9867,
625.4000,9651,
625.5000,9856,
625.6000,9009,
625.7000,9871,
625.8000,9728,
625.9000,9812,
626.0000,9858,
626.1000,9705,
626.2000,9789,
626.3000,9881,
626.4000,9870,
626.5000,9628,
626.6000,9798,
626.7000,9854,
626.8000,9860,
626.9000,9845,
627.0000,9494,
627.1000,9835,
627.2000,9777,
627.3000,9771,
627.4000,9743,
627.5000,9882,
627.6000,9913,
627.6610,8049,O2 a
627.7610,8883,
627.8610,9881,
627.9610,9830,
628.0610,4153,
628.1610,9852,
628.2610,8980,
628.3610,9890,
628.4610,9853,
628.5610,9896,
628.6610,9895,
628.7610,9823,
628.8610,9899,
628.9610,9879,
629.0610,9738,
629.1610,9865,
629.2610,9703,
629.3610,9806,
629.4610,9847,
629.5610,9896,
629.6610,9796,
629.7610,9875,
629.8610,9885,
629.9610,7894,
630.0610,9796,
630.1610,7884,
630.2610,8996,
630.3610,9896,
630.4610,9908,
630.5610,9715,
630.6610,9586,
630.7610,9822,
630.8610,9889,
630.9610,9880,
631.0610,7794,
631.1610,9715,
631.2610,9900,
631.3610,9888,
631.4610,6855,
631.5610,9881,
631.6610,9628,
631.7610,9718,
631.8610,9061,
631.9610,9611,
632.0610,9893,
632.1610,9907,
632.2610,8667,
632.3610,9899,
632.4610,9852,
632.5610,9897,
632.6610,9897,
632.7610,6335,
632.8610,9909,
632.9610,9557,
633.0610,9871,
633.1610,9891,
633.2610,9895,
633.3610,9864,
633.4610,9891,
633.5610,9806,
633.6610,9604,
633.7610,9897,
633.8610,9876,
633.9610,9906,
634.0610,9891,
634.1610,9818,
634.2610,9710,
634.3610,9587,
634.4610,9752,
634.5610,9848,
634.6610,9843,
634.7610,9856,
634.8610,9896,
634.9610,9866,
635.0610,9820,
635.1610,9869,
635.2610,9841,
635.3610,9810,
635.4610,9763,
635.5610,9822,
635.6610,9868,
635.7610,9891,
635.8610,7059,
635.9610,9755,
636.0610,9623,
636.1610,9511,
636.2610,9544,
636.3610,9752,
636.4610,9525,
636.5610,9853,
636.6610,9712,
636.7610,9890,
636.8610,9829,
636.9610,9827,
637.0610,9742,
637.1610,9701,
637.2610,9876,
637.3610,9859,
637.4610,9855,
637.5610,9844,
637.6610,9895,
637.7610,9838,
637.8610,9866,
637.9610,9810,
638.0610,9752,
638.1610,9814,
638.2610,9822,
638.3610,9789,
638.4610,8879,
638.5610,9835,
638.6610,9871,
638.7610,9869,
638.8610,9880,
638.9610,9878,
639.0610,9865,
639.1610,9873,
639.2610,9545,
639.3610,2587,
639.4610,9855,
639.5610,9871,
639.6610,9861,
639.7610,9871,
639.8610,9892,
639.9610,9409,
640.0610,9670,
640.1610,9873,
640.2610,9866,
640.3610,9807,
640.4610,9883,
640.5610,9585,
640.6610,9899,
640.7610,9632,
640.8610,9510,
640.9610,9893,
641.0610,9862,
641.1610,4313,
641.2610,9868,
641.3610,9788,
641.4610,8425,
641.5610,9766,
641.6610,9868,
641.7610,9670,
641.8610,9860,
641.9610,9303,
642.0610,9891,
642.1610,9589,
642.2610,9896,
642.3610,9889,
642.4610,9891,
642.5610,9824,
642.6610,9840,
642.7610,9901,
642.8610,9869,
642.9610,9849,
643.0610,9728,
643.1610,9820,
643.2610,8921,
643.3610,9794,
643.4610,9844,
643.5610,9897,
643.6610,9857,
643.7610,9677,
643.8610,9736,
643.9610,9739,
644.0610,9800,
644.1610,9853,
644.2610,9884,
644.3610,9839,
644.4610,9840,
644.5610,9881,
644.6610,9876,
644.7610,9902,
644.8610,9816,
644.9610,9668,
645.0610,9802,
645.1610,9747,
645.2610,9883,
645.3610,9735,
645.4610,9878,
645.5610,5082,
645.6610,9783,
645.7610,9866,
645.8610,9871,
645.9610,9873,
646.0610,9896,
646.1610,9857,
646.2610,2653,
646.3610,9866,
646.4610,9575,
646.5610,9890,
646.6610,9852,
646.7610,9895,
646.8610,9901,
646.9610,9837,
647.0610,9844,
647.1610,5780,
647.2610,9878,
647.3610,9892,
647.4610,9834,
647.5610,5581,
647.6610,9856,
647.7610,9878,
647.8610,9858,
647.9610,9876,
648.0610,9890,
648.1610,9862,
648.2610,9858,
648.3610,9842,
648.4610,9855,
648.5610,9872,
648.6610,9832,
648.7610,9883,
648.8610,9866,
648.9610,9791,
649.0610,9751,
649.1610,7880,
649.2610,9869,
649.3610,9403,
649.4610,9408,
649.5610,9662,
649.6610,9486,
649.7610,9833,
649.8610,9860,
649.9610,5415,
650.0610,9895,
650.1610,9394,
650.2610,9869,
650.3610,9841,
650.4610,9870,
650.5610,9864,
650.6610,9836,
650.7610,9867,
650.8610,9834,
650.9610,9545,
651.0610,9891,
651.1610,9874,
651.2610,9828,
651.3610,9844,
651.4610,9861,
651.5610,9840,
651.6610,9697,
651.7610,9877,
651.8610,9723,
651.9610,9869,
652.0610,9879,
652.1610,9888,
652.2610,9842,
652.3610,9822,
652.4610,9894,
652.5610,9895,
652.6610,8695,
652.7610,9764,
652.8610,9578,
652.9610,9855,
653.0610,9826,
653.1610,9874,
653.2610,9834,
653.3610,9862,
653.4610,9854,
653.5610,9837,
653.6610,9795,
653.7610,9872,
653.8610,9678,
653.9610,9874,
654.0610,9858,
654.1610,9855,
654.2610,9859,
654.3610,9819,
654.4610,9818,
654.5610,9749,
654.6610,9730,
654.7610,9648,
654.8610,8917,
654.9610,9702,
655.0610,9637,
655.1610,9517,
655.2610,8860,
655.3610,9455,
655.4610,9317,
655.5610,8910,
655.6610,9043,
655.7610,8854,
655.8610,8573,
655.9610,7398,
656.0610,6950,
656.1610,6853,
656.2610,1839,
656.2810,1605,Halpha C
656.3810,6520,
656.4810,7542,
656.5810,8087,
656.6810,8435,
656.7810,8683,
656.8810,8850,
656.9810,9044,
657.0810,8957,
657.1810,9340,
657.2810,7353,
657.3810,9516,
657.4810,9426,
657.5810,9644,
657.6810,9672,
657.7810,9717,
657.8810,9699,
657.9810,9756,
658.0810,9714,
658.1810,9812,
658.2810,9836,
658.3810,9671,
658.4810,9854,
658.5810,9876,
658.6810,9821,
658.7810,9771,
658.8810,9907,
658.9810,9879,
659.0810,9876,
659.1810,9868,
659.2810,8452,
659.3810,7300,
659.4810,9854,
659.5810,9678,
659.6810,9869,
659.7810,9865,
659.8810,9883,
659.9810,9859,
660.0810,9842,
660.1810,9881,
660.2810,9886,
660.3810,9884,
660.4810,9852,
660.5810,9734,
660.6810,9860,
660.7810,9850,
660.8810,9873,
660.9810,9802,
661.0810,9795,
661.1810,9881,
661.2810,9889,
661.3810,9310,
661.4810,9879,
661.5810,9895,
661.6810,9817,
661.7810,9753,
661.8810,9887,
661.9810,9872,
662.0810,9889,
662.1810,9899,
662.2810,9891,
662.3810,9747,
662.4810,9712,
662.5810,9888,
662.6810,9886,
662.7810,9878,
662.8810,9847,
662.9810,9866,
663.0810,9838,
663.1810,9737,
663.2810,9871,
663.3810,7245,
663.4810,9831,
663.5810,9767,
663.6810,9856,
663.7810,9830,
663.8810,9877,
663.9810,9492,
664.0810,9877,
664.1810,9895,
664.2810,9869,
664.3810,9753,
664.4810,9887,
664.5810,9899,
664.6810,9852,
664.7810,9768,
664.8810,9861,
664.9810,9894,
665.0810,9894,
665.1810,9882,
665.2810,9903,
665.3810,9483,
665.4810,9894,
665.5810,9898,
665.6810,9860,
665.7810,9889,
665.8810,9903,
665.9810,9641,
666.0810,9851,
666.1810,9857,
666.2810,9824,
666.3810,9828,
666.4810,9852,
666.5810,9770,
666.6810,9864,
666.7810,9732,
666.8810,9732,
666.9810,9890,
667.0810,9887,
667.1810,9703,
667.2810,9859,
667.3810,9762,
667.4810,9868,
667.5810,9861,
667.6810,9845,
667.7810,9250,
667.8810,9554,
667.9810,9881,
668.0810,9890,
668.1810,9855,
668.2810,9863,
668.3810,9874,
668.4810,9858,
668.5810,9890,
668.6810,9870,
668.7810,9837,
668.8810,9788,
668.9810,9890,
669.0810,9687,
669.1810,9899,
669.2810,9809,
669.3810,9868,
669.4810,9838,
669.5810,9832,
669.6810,9725,
669.7810,9863,
669.8810,9778,
669.9810,9871,
670.0810,9870,
670.1810,9849,
670.2810,9873,
670.3810,9862,
670.4810,9865,
670.5810,9887,
670.6810,9881,
670.7810,9795,
670.8810,9799,
670.9810,9855,
671.0810,9879,
671.1810,9645,
671.2810,9881,
671.3810,9278,
671.4810,9833,
671.5810,9875,
671.6810,9889,
671.7810,8362,
671.8810,9886,
671.9810,9695,
672.0810,9830,
672.1810,7713,
672.2810,9815,
672.3810,9870,
672.4810,9823,
672.5810,9809,
672.6810,9635,
672.7810,9867,
672.8810,9875,
672.9810,9788,
673.0810,9886,
673.1810,9868,
673.2810,9883,
673.3810,9864,
673.4810,9893,
673.5810,9780,
673.6810,9886,
673.7810,9843,
673.8810,9456,
673.9810,9897,
674.0810,9889,
674.1810,9781,
674.2810,9869,
674.3810,9847,
674.4810,9876,
674.5810,9886,
674.6810,9877,
674.7810,9834,
674.8810,9337,
674.9810,9871,
675.0810,9872,
675.1810,9833,
675.2810,9392,
675.3810,9845,
675.4810,9773,
675.5810,9879,
675.6810,9831,
675.7810,9863,
675.8810,9700,
675.9810,9880,
676.0810,9885,
676.1810,9871,
676.2810,9863,
676.3810,9837,
676.4810,9829,
676.5810,9754,
676.6810,9778,
676.7810,4497,
676.8810,9807,
676.9810,9847,
677.0810,9827,
677.1810,9893,
677.2810,9884,
677.3810,9874,
677.4810,9738,
677.5810,9901,
677.6810,9893,
677.7810,9798,
677.8810,9877,
677.9810,9872,
678.0810,9854,
678.1810,9767,
678.2810,9870,
678.3810,9682,
678.4810,9777,
678.5810,9687,
678.6810,8925,
678.7810,9902,
678.8810,9908,
678.9810,9894,
679.0810,9883,
679.1810,9908,
679.2810,9864,
679.3810,9865,
679.4810,9876,
679.5810,9445,
679.6810,9800,
679.7810,9881,
679.8810,9790,
679.9810,9858,
680.0810,9842,
680.1810,9851,
680.2810,9853,
680.3810,9648,
680.4810,9885,
680.5810,9812,
680.6810,7966,
680.7810,9862,
680.8810,9835,
680.9810,9877,
681.0810,9862,
681.1810,9877,
681.2810,9870,
681.3810,9784,
681.4810,9802,
681.5810,9852,
681.6810,9870,
681.7810,9871,
681.8810,9868,
681.9810,9832,
682.0810,9823,
682.1810,9865,
682.2810,9892,
682.3810,9897,
682.4810,9690,
682.5810,9894,
682.6810,9882,
682.7810,9788,
682.8810,9812,
682.9810,9861,
683.0810,9830,
683.1810,9859,
683.2810,9869,
683.3810,9877,
683.4810,9860,
683.5810,9868,
683.6810,9842,
683.7810,9881,
683.8810,8101,
683.9810,7637,
684.0810,9858,
684.1810,9780,
684.2810,9595,
684.3810,9630,
684.4810,9837,
684.5810,9865,
684.6810,9863,
684.7810,9863,
684.8810,9821,
684.9810,9886,
685.0810,9868,
685.1810,9873,
685.2810,9841,
685.3810,9847,
685.4810,8865,
685.5810,9524,
685.6810,9883,
685.7810,9808,
685.8810,9878,
685.9810,9864,
686.0810,9613,
686.1810,9808,
686.2810,9902,
686.3810,9871,
686.4810,9900,
686.5810,9876,
686.6810,9890,
686.7190,1327,O2 B
686.8190,5001,
686.9190,8529,
687.0190,9124,
687.1190,6863,
687.2190,3968,
687.3190,9657,
687.4190,9642,
687.5190,9637,
687.6190,9713,
687.7190,9669,
687.8190,9767,
687.9190,8744,
688.0190,9742,
688.1190,9881,
688.2190,9876,
688.3190,9713,
688.4190,9799,
688.5190,9825,
688.6190,9494,
688.7190,9500,
688.8190,9826,
688.9190,9435,
689.0190,9373,
689.1190,9820,
689.2190,8895,
689.3190,7286,
689.4190,9784,
689.5190,9580,
689.6190,8838,
689.7190,9348,
689.8190,9753,
689.9190,9824,
690.0190,9500,
690.1190,9613,
690.2190,9871,
690.3190,9833,
690.4190,7389,
690.5190,9188,
690.6190,9596,
690.7190,9811,
690.8190,9721,
690.9190,9628,
691.0190,9770,
691.1190,9840,
691.2190,9874,
691.3190,670,
691.4190,9215,
691.5190,9879,
691.6190,9869,
691.7190,9798,
691.8190,9026,
691.9190,9725,
692.0190,9373,
692.1190,9849,
692.2190,9854,
692.3190,9583,
692.4190,3317,
692.5190,9252,
692.6190,9516,
692.7190,9862,
692.8190,9667,
692.9190,9738,
693.0190,9893,
693.1190,9870,
693.2190,9527,
693.3190,9724,
693.4190,9885,
693.5190,9797,
693.6190,9870,
693.7190,9769,
693.8190,9726,
693.9190,9881,
694.0190,8382,
694.1190,9407,
694.2190,9613,
694.3190,9827,
694.4190,9884,
694.5190,4222,
694.6190,9864,
694.7190,9849,
694.8190,9867,
694.9190,9818,
695.0190,9890,
695.1190,7917,
695.2190,9859,
695.3190,9479,
695.4190,9853,
695.5190,9720,
695.6190,9827,
695.7190,9841,
695.8190,9866,
695.9190,9838,
696.0190,9731,
696.1190,9700,
696.2190,9848,
696.3190,9858,
696.4190,9859,
696.5190,9714,
696.6190,9777,
696.7190,9879,
696.8190,9886,
696.9190,9877,
697.0190,9784,
697.1190,9719,
697.2190,9854,
697.3190,9870,
697.4190,9802,
697.5190,9735,
697.6190,9586,
697.7190,9858,
697.8190,9686,
697.9190,9483,
698.0190,9851,
698.1190,9817,
698.2190,9758,
698.3190,9859,
698.4190,9838,
698.5190,9880,
698.6190,9873,
698.7190,9874,
698.8190,9867,
698.9190,9851,
699.0190,9818,
699.1190,9855,
699.2190,9832,
699.3190,9839,
699.4190,9814,
699.5190,9851,
699.6190,9880,
699.7190,9727,
699.8190,9833,
699.9190,9671,
700.0000,9275,
700.1000,9877,
700.2000,9828,
700.3000,9846,
700.4000,9694,
700.5000,9842,
700.6000,8529,
700.7000,9751,
700.8000,7963,
700.9000,9881,
701.0000,9870,
701.1000,9676,
701.2000,9820,
701.3000,9675,
701.4000,9846,
701.5000,9192,
701.6000,8304,
701.7000,9796,
701.8000,9780,
701.9000,9667,
702.0000,9844,
702.1000,9804,
702.2000,9805,
702.3000,6181,
702.4000,9210,
702.5000,9728,
702.6000,9859,
702.7000,9738,
702.8000,9866,
702.9000,9289,
703.0000,8302,
703.1000,9670,
703.2000,9787,
703.3000,9879,
703.4000,9729,
703.5000,8405,
703.6000,9854,
703.7000,9854,
703.8000,9734,
703.9000,9859,
704.0000,9811,
704.1000,9873,
704.2000,9834,
704.3000,9832,
704.4000,9850,
704.5000,9772,
704.6000,9870,
704.7000,9779,
704.8000,9830,
704.9000,9798,
705.0000,9884,
705.1000,9859,
705.2000,9879,
705.3000,9523,
705.4000,9553,
705.5000,9697,
705.6000,9252,
705.7000,9588,
705.8000,9678,
705.9000,9729,
706.0000,9624,
706.1000,9759,
706.2000,9864,
706.3000,8924,
706.4000,9875,
706.5000,9788,
706.6000,9834,
706.7000,9670,
706.8000,9499,
706.9000,9787,
707.0000,9846,
707.1000,9866,
707.2000,9699,
707.3000,9858,
707.4000,9878,
707.5000,9861,
707.6000,9830,
707.7000,9870,
707.8000,9821,
707.9000,9783,
708.0000,9869,
708.1000,9838,
708.2000,9870,
708.3000,9875,
708.4000,9026,
708.5000,6410,
708.6000,9857,
708.7000,9866,
708.8000,9763,
708.9000,9845,
709.0000,9853,
709.1000,9832,
709.2000,9516,
709.3000,9695,
709.4000,9862,
709.5000,9853,
709.6000,9806,
709.7000,9598,
709.8000,9797,
709.9000,9840,
710.0000,9612,
710.1000,9834,
710.2000,9666,
710.3000,9856,
710.4000,9862,
710.5000,9839,
710.6000,9834,
710.7000,9720,
710.8000,9785,
710.9000,9555,
711.0000,9786,
711.1000,9455,
711.2000,9678,
711.3000,9658,
711.4000,9801,
711.5000,9602,
711.6000,9860,
711.7000,9023,
711.8000,9765,
711.9000,9792,
712.0000,9147,
712.1000,9834,
712.2000,9536,
712.3000,9851,
712.4000,9861,
712.5000,9680,
712.6000,9830,
712.7000,9863,
712.8000,9843,
712.9000,9858,
713.0000,9813,
713.1000,7213,
713.2000,9830,
713.3000,6288,
713.4000,9857,
713.5000,9791,
713.6000,9881,
713.7000,9872,
713.8000,9861,
713.9000,9776,
714.0000,9878,
714.1000,9827,
714.2000,9859,
714.3000,9714,
714.4000,9744,
714.5000,9827,
714.6000,9870,
714.7000,9877,
714.8000,8704,
714.9000,9851,
715.0000,9852,
715.1000,9692,
715.2000,9822,
715.3000,9843,
715.4000,9884,
715.5000,9854,
715.6000,9846,
715.7000,9875,
715.8000,9870,
715.9000,9863,
716.0000,9854,
716.1000,9878,
716.2000,9739,
716.3000,9882,
716.4000,9792,
716.5000,9525,
716.6000,9731,
716.7000,8912,
716.8000,9663,
716.9000,9768,
717.0000,9695,
717.1000,9829,
717.2000,9755,
717.3000,9806,
717.4000,9830,
717.5000,9847,
717.6000,8609,
717.7000,9267,
717.8000,9886,
717.9000,9881,
718.0000,8123,
718.1000,9755,
718.2000,6208,
718.3000,9896,
718.4000,9850,
718.5000,9549,
718.6000,9739,
718.7000,8297,
718.8000,9689,
718.9000,9727,
719.0000,9791,
719.1000,9863,
719.2000,9759,
719.3000,9350,
719.4000,9601,
719.5000,9020,
719.6000,9812,
719.7000,5351,
719.8000,9848,
719.9000,9857,
720.0000,9709,
720.1000,9665,
720.2000,9616,
720.3000,9826,
720.4000,9758,
720.5000,9885,
720.6000,9761,
720.7000,9297,
720.8000,9824,
720.9000,9876,
721.0000,9884,
721.1000,9860,
721.2000,9806,
721.3000,9858,
721.4000,9834,
721.5000,9564,
721.6000,9858,
721.7000,9870,
721.8000,9649,
721.9000,9787,
722.0000,9852,
722.1000,9832,
722.2000,9872,
722.3000,9726,
722.4000,9858,
722.5000,9778,
722.6000,9152,
722.7000,9845,
722.8000,9857,
722.9000,9746,
723.0000,9815,
723.1000,9849,
723.2000,9864,
723.3000,9573,
723.4000,9821,
723.5000,9788,
723.6000,9675,
723.7000,9884,
723.8000,9835,
723.9000,9768,
724.0000,9301,
724.1000,9687,
724.2000,9835,
724.3000,9746,
724.4000,9811,
724.5000,9636,
724.6000,9785,
724.7000,9688,
724.8000,9890,
724.9000,9707,
725.0000,9782,
725.1000,9859,
725.2000,9704,
725.3000,9751,
725.4000,9860,
725.5000,9884,
725.6000,9779,
725.7000,9774,
725.8000,9536,
725.9000,9607,
726.0000,9774,
726.1000,8315,
726.2000,7808,
726.3000,9399,
726.4000,9855,
726.5000,9809,
726.6000,9703,
726.7000,9806,
726.8000,9822,
726.9000,9682,
727.0000,9797,
727.1000,9757,
727.2000,9620,
727.3000,7748,
727.4000,9818,
727.5000,9812,
727.6000,9845,
727.7000,9800,
727.8000,9756,
727.9000,9464,
728.0000,9870,
728.1000,9691,
728.2000,9762,
728.3000,8948,
728.4000,9737,
728.5000,9766,
728.6000,9653,
728.7000,9835,
728.8000,9788,
728.9000,9089,
729.0000,9847,
729.1000,9501,
729.2000,9863,
729.3000,6480,
729.4000,9738,
729.5000,7878,
729.6000,9859,
729.7000,9855,
729.8000,9831,
729.9000,9858,
730.0000,9656,
730.1000,9845,
730.2000,9867,
730.3000,9685,
730.4000,9775,
730.5000,9801,
730.6000,9765,
730.7000,9866,
730.8000,7597,
730.9000,9852,
731.0000,9852,
731.1000,8410,
731.2000,9619,
731.3000,9625,
731.4000,9868,
731.5000,9801,
731.6000,9854,
731.7000,9843,
731.8000,9714,
731.9000,9841,
732.0000,9875,
732.1000,9802,
732.2000,9851,
732.3000,9863,
732.4000,9433,
732.5000,9857,
732.6000,9096,
732.7000,9840,
732.8000,9878,
732.9000,9856,
733.0000,9704,
733.1000,8807,
733.2000,9852,
733.3000,9730,
733.4000,9868,
733.5000,9821,
733.6000,9748,
733.7000,9808,
733.8000,9814,
733.9000,9746,
734.0000,9839,
734.1000,9869,
734.2000,9868,
734.3000,9855,
734.4000,9521,
734.5000,9830,
734.6000,9870,
734.7000,9821,
734.8000,9494,
734.9000,9792,
735.0000,9660,
735.1000,9555,
735.2000,9802,
735.3000,9732,
735.4000,9822,
735.5000,9794,
735.6000,8933,
735.7000,9692,
735.8000,9771,
735.9000,9862,
736.0000,9487,
736.1000,9641,
736.2000,9667,
736.3000,9705,
736.4000,9137,
736.5000,9861,
736.6000,9849,
736.7000,9818,
736.8000,9871,
736.9000,9711,
737.0000,9688,
737.1000,9866,
737.2000,9857,
737.3000,8145,
737.4000,9869,
737.5000,9778,
737.6000,9838,
737.7000,9706,
737.8000,9863,
737.9000,9867,
738.0000,9850,
738.1000,9867,
738.2000,9100,
738.3000,9197,
738.4000,9863,
738.5000,9866,
738.6000,9771,
738.7000,9547,
738.8000,9354,
738.9000,9752,
739.0000,9806,
739.1000,9795,
739.2000,9881,
739.3000,9820,
739.4000,9607,
739.5000,9880,
739.6000,9534,
739.7000,9822,
739.8000,9764,
739.9000,9723,
740.0000,9651,
740.1000,9766,
740.2000,9729,
740.3000,9854,
740.4000,9859,
740.5000,9870,
740.6000,9520,
740.7000,9834,
740.8000,9871,
740.9000,8382,
741.0000,9842,
741.1000,9011,
741.2000,9878,
741.3000,9795,
741.4000,9748,
741.5000,9802,
741.6000,5772,
741.7000,9804,
741.8000,9876,
741.9000,9873,
742.0000,9838,
742.1000,9839,
742.2000,9768,
742.3000,9824,
742.4000,9792,
742.5000,9848,
742.6000,9880,
742.7000,9879,
742.8000,9854,
742.9000,9857,
743.0000,9856,
743.1000,9760,
743.2000,9769,
743.3000,9720,
743.4000,9872,
743.5000,9818,
743.6000,9811,
743.7000,9810,
743.8000,9883,
743.9000,9863,
744.0000,9881,
744.1000,8348,
744.2000,9796,
744.3000,7499,
744.4000,9861,
744.5000,9838,
744.6000,9324,
744.7000,9812,
744.8000,9494,
744.9000,9798,
745.0000,9869,
745.1000,9874,
745.2000,9786,
745.3000,9821,
745.4000,8893,
745.5000,9877,
745.6000,9872,
745.7000,9818,
745.8000,9822,
745.9000,9753,
746.0000,9876,
746.1000,9881,
746.2000,9835,
746.3000,9844,
746.4000,9807,
746.5000,9878,
746.6000,9886,
746.7000,9869,
746.8000,9882,
746.9000,9836,
747.0000,9803,
747.1000,9850,
747.2000,9855,
747.3000,9863,
747.4000,9815,
747.5000,9838,
747.6000,9795,
747.7000,9881,
747.8000,9857,
747.9000,9836,
748.0000,9831,
748.1000,9865,
748.2000,9356,
748.3000,9745,
748.4000,9872,
748.5000,9874,
748.6000,9800,
748.7000,9875,
748.8000,9759,
748.9000,9862,
749.0000,9823,
749.1000,9779,
749.2000,9853,
749.3000,9781,
749.4000,9671,
749.5000,5698,
749.6000,9741,
749.7000,9877,
749.8000,9861,
749.9000,9859,
750.0000,9860,
750.1000,9858,
750.2000,9879,
750.3000,9871,
750.4000,9785,
750.5000,9649,
750.6000,8471,
750.7000,9838,
750.8000,9872,
750.9000,9876,
751.0000,9838,
751.1000,3581,
751.2000,9818,
751.3000,9870,
751.4000,9857,
751.5000,9802,
751.6000,9831,
751.7000,9872,
751.8000,9798,
751.9000,9884,
752.0000,9840,
752.1000,9630,
752.2000,9866,
752.3000,9636,
752.4000,9855,
752.5000,9232,
752.6000,9856,
752.7000,9865,
752.8000,9861,
752.9000,9854,
753.0000,9875,
753.1000,9155,
753.2000,9757,
753.3000,9851,
753.4000,9872,
753.5000,9827,
753.6000,9879,
753.7000,9834,
753.8000,9805,
753.9000,9874,
754.0000,9807,
754.1000,9865,
754.2000,9611,
754.3000,9849,
754.4000,9877,
754.5000,9858,
